date,equity,close,state,side,emaFast,ema52,dea,fourDif,priceCross,longAllowed,filterLong
"2024-01-22",10000,39568.02,"transition",0,42674.49083733149,41870.86535703388,-77.44219832497095,-504.62330758502503,false,false,true
"2024-01-23",10000,39897.6,"transition",0,42460.88384984445,41796.402513372224,-202.19934090711223,-683.0841149413536,false,false,true
"2024-01-24",10000,40084.88,"transition",0,42278.11432293334,41731.816758150635,-318.51411515195747,-425.3059229860737,false,false,true
"2024-01-25",10000,39961.09,"transition",0,42099.8816827077,41664.99688048457,-424.689002865657,-264.7105290885156,false,false,true
"2024-01-26",10000,41823.51,"transition",0,42078.62232249942,41670.9785076361,-488.2607675791361,219.711905846234,false,false,true
"2024-01-27",10000,42120.63,"transition",0,42081.853682307155,41687.946488480025,-515.943962079398,424.9170126819081,true,false,true
"2024-01-28",10000,42031.06,"transition",0,42077.94647597584,41700.894168160026,-519.9347936298711,430.8408369065073,false,false,true
"2024-01-29",10000,43302.7,"transition",0,42172.15828551616,41761.33967124833,-487.3931950253975,505.31760584620497,true,false,true
"2024-01-30",10000,42941.1,"transition",0,42231.30764816877,41805.85892893707,-438.31791045002194,554.0278250216434,false,false,true
"2024-01-31",10000,42580,"transition",0,42258.13013677117,41835.07179954322,-386.2143637499413,340.2946104994626,false,false,true
"2024-02-01",10000,43082.94,"transition",0,42321.577049327236,41882.1611655982,-326.0397404140954,148.36523965909146,false,false,true
"2024-02-02",10000,43200,"transition",0,42389.148045532835,41931.89093293412,-261.3500413437203,193.36119240042171,false,false,true
"2024-02-03",10000,43011.09,"transition",0,42436.989734338,41972.61542603094,-199.63980030247245,135.05693135795445,false,false,true
"2024-02-04",10000,42582.88,"transition",0,42448.21206246584,41995.64427787883,-149.4087996068782,15.142539814209158,false,false,true
"2024-02-05",10000,42708.7,"transition",0,42468.24959612232,42022.552040977745,-106.65803893737382,-12.472550223865255,false,false,true
"2024-02-06",10000,43098.95,"transition",0,42516.76501180522,42063.17083188424,-64.36750724481819,56.84041530035029,false,false,true
"2024-02-07",10000,44349.6,"transition",0,42657.75231858943,42149.451177850875,-4.482280829401503,179.87500062811887,false,true,true
"2024-02-08",10000,45288.65,"down",0,42860.129063313325,42267.91151076216,78.28388717476017,600.8567633165803,false,false,true
"2024-02-09",10000,47132.77,"up",0,43188.79375075076,42451.49107639378,200.29607953364413,1084.9031032414423,false,true,true
"2024-02-10",10000,47751.09,"up",0,43539.739616077626,42651.47594143553,349.91925808913385,1061.6494077793832,false,true,true
"2024-02-11",10000,48299.99,"up",0,43905.9127225332,42864.627415343624,516.9648157653091,1027.3236234165597,false,true,true
"2024-02-12",10000,49917.27,"up",0,44368.32482079988,43130.76487136839,710.7980694320745,1042.7832733145697,false,true,true
"2024-02-13",10000,49699.59,"up",0,44778.42214227681,43378.645064901655,906.1672626854929,866.4843242465577,false,true,true
"2024-02-14",10000,51795.17,"up",0,45318.17197748629,43696.24977943367,1123.6259936684064,1125.5856049860959,false,true,true
"2024-02-15",10000,51880,"up",0,45822.92797921812,44005.070542473906,1342.3229151227401,1112.3383160623926,false,true,true
"2024-02-16",10000,52124.11,"up",0,46307.634288509034,44311.44938992772,1551.166663405721,840.8729417761278,false,true,true
"2024-02-17",10000,51642.64,"up",0,46718.01934323912,44588.0980921946,1731.6697040054257,458.53336890657374,false,true,true
"2024-02-18",10000,52137.67,"up",0,47134.91554760534,44872.98759814952,1888.8981594183526,347.06011906747153,false,true,true
"2024-02-19",10000,51774.73,"up",0,47491.8243516357,45133.430707653315,2013.2007035827785,282.04360478978924,false,true,true
"2024-02-20",10000,52258.82,"up",0,47858.51632458681,45402.313322458846,2113.4846612795063,206.33319788626977,false,true,true
"2024-02-21",10000,51849.39,"up",0,48165.506607310905,45645.59923481889,2182.107907940517,-20.012534553847217,false,true,true
"2024-02-22",10000,51288.42,"up",0,48405.73071444083,45858.53586746723,2213.3660762745394,-42.94790994757932,false,true,true
"2024-02-23",10000,50744.15,"up",0,48585.60912102231,46042.8986649213,2205.8377135820565,-187.93792832751933,false,true,true
"2024-02-24",10000,51568.22,"up",0,48815.04072709752,46251.40135681106,2182.5133590857145,-81.53492842709966,false,true,true
"2024-02-25",10000,51728.85,"up",0,49039.17990193618,46458.097532025735,2148.099452562633,57.290501362898794,false,true,true
"2024-02-26",10000,54476.47,"up",0,49457.43298640263,46760.677625156844,2147.479582712179,500.0160816861826,false,true,true
"2024-02-27",10000,57037.34,"up",0,50040.50275667936,47148.476205339604,2204.036299776415,1464.4149738417545,false,true,true
"2024-02-28",10000,62432.1,"up",0,50993.7025446271,47725.21672589283,2374.512197716518,2368.7445351452116,false,true,false
"2024-02-29",10000,61130.98,"up",0,51773.49311811732,48231.0945852931,2581.2831996806085,2429.786603914261,false,true,false
"2024-03-01",10000,62387.9,"up",0,52589.98595518522,48765.3136575462,2814.13415004753,1854.3963616903202,false,true,false
"2024-03-02",10000,61987.28,"up",0,53312.85472786328,49264.255783676526,3038.319436146169,1319.4836168582187,false,true,true
"2024-03-03",10000,63113.97,"up",0,54066.7866718738,49786.886508820804,3256.3718249452236,1015.405444407028,false,true,true
"2024-03-04",10000,68245.71,"up",0,55157.473081729666,50483.445885846435,3533.601550440098,1824.578926520786,false,true,false
"2024-03-05",10000,63724.01,"up",0,55816.43746005816,50983.08981468242,3753.1947684809056,1105.217341122312,false,true,true
"2024-03-06",10000,66074.04,"up",0,56605.48380928446,51552.559632996294,3954.0901669586633,1076.6852400771895,false,true,true
"2024-03-07",10000,66823.17,"up",0,57391.459670108736,52128.809080807754,4135.67462592238,999.4719007590829,false,true,true
"2024-03-08",10000,68124.19,"up",0,58217.05431086961,52732.40836077727,4306.967379932368,1035.3105009608407,false,true,true
"2024-03-09",10000,68313.27,"up",0,58993.68628695657,53320.36540376681,4456.030254547626,885.4117551899835,false,true,true
"2024-03-10",10000,68955.88,"up",0,59760.008880267604,53910.38482249259,4583.442022144653,895.4065582309995,false,true,true
"2024-03-11",10000,72078.1,"up",0,60707.55435101625,54595.95898013438,4729.970764996628,1322.0934948766953,false,true,true
"2024-03-12",10000,71452.01,"up",0,61534.05093939962,55232.036377110446,4860.030918320442,1135.1972241901385,false,true,true
"2024-03-13",10000,73072.41,"up",0,62421.61702098427,55905.25802325722,4987.72645269266,1176.3158617442969,false,true,true
"2024-03-14",10000,71388.94,"up",0,63111.41109629317,56489.54790917204,5069.01906067185,482.41074768036196,false,true,true
"2024-03-15",10000,69499.85,"up",0,63602.8294735014,56980.50270505234,5075.273073090296,-507.1210499225999,false,true,true
"2024-03-16",10000,65300.63,"up",0,63733.4295140013,57294.46977278622,4955.602825365336,-994.5800286511367,false,true,true
"2024-03-17",10000,68393.48,"up",0,64091.8949360012,57713.300347398064,4801.3287972024755,-777.0539134661958,false,true,true
"2024-03-18",10000,67609.99,"up",0,64362.51763323188,58086.7603342887,4610.009764435905,-565.6828531470819,false,true,true
"2024-03-19",10000,61937.4,"up",0,64175.97012298328,58232.06749148536,4304.490895140956,-1461.692465178101,false,true,true
"2024-03-20",10000,67840.51,"up",0,64457.857805830725,58594.65022765572,4027.779451608603,-922.1272733987353,true,true,true
"2024-03-21",9645.18537522787,65501.27,"up",1,64538.12028230529,58855.27738887626,3737.128283482176,-293.17197246204887,false,true,true
"2024-03-22",9393.915153350115,63796.64,"up",1,64481.08333751258,59041.74390250357,3417.262333179238,-572.2007557173347,false,true,true
"2024-03-23",9422.418771615958,63990.01,"up",1,64443.308465396236,59228.470925050606,3091.1494983754383,-462.52280352724483,false,true,true
"2024-03-24",9897.058481724269,67209.99,"up",1,64656.13012190422,59529.6603241053,2822.544156367936,48.41071206227207,true,true,true
"2024-03-25",10290.631584284965,69880.01,"up",1,65057.967035603906,59920.23955715793,2640.22959322946,1071.5190537287563,false,true,true
"2024-03-26",10306.549801880912,69988,"up",1,65437.20034055745,60300.155045567066,2517.262949288562,1317.1724295481545,false,true,true
"2024-03-27",10230.192769777233,69469.99,"up",1,65747.41492974534,60646.18655328152,2423.9386475486604,863.8990363334888,false,true,true
"2024-03-28",10423.382649983028,70780.6,"up",1,66134.58301207263,61028.61724938411,2369.4711763449245,905.2162014773639,false,true,true
"2024-03-29",10286.287572130575,69850.54,"up",1,66420.42585729781,61361.519994690374,2321.97462037489,460.70249235566007,false,true,true
"2024-03-30",10246.73008649257,69582.18,"up",1,66663.63771442875,61671.7335797964,2271.763370060021,266.973179732071,false,true,true
"2024-03-31",10496.99795741512,71280.01,"up",1,67018.74327485732,62034.31004848332,2244.3928364228786,399.2667728300439,false,true,true
